"","LATITUDE","LONGITUDE","MED"
"105",37.247584,-89.287407,74.97812108232
"106",37.248422,-88.890294,92.64614962224
"107",37.249357,-89.13185,110.30621587176
"108",37.249801,-88.655539,108.37621273152
"109",37.24988,-88.897046,102.21190994712
"110",37.251067,-89.131783,93.77451797256
"111",37.253314,-88.906054,73.34081637624
"112",37.255135,-89.113682,90.83799022104
"113",37.256549,-88.757925,103.94688311928
"114",37.257658,-88.777392,102.76350416016
"115",37.260856,-88.546375,144.11451504192
"116",37.260859,-88.551024,151.96992393864
"117",37.261306,-88.603307,102.90223988472
"118",37.262332,-88.897254,101.75487737376
"119",37.26239,-88.38201,-2.1336
"120",37.262645,-88.546373,136.18016212224
"121",37.262649,-88.53932,150.51975198504
"122",37.262656,-88.553335,160.73497030488
"123",37.262887,-88.967551,98.1577667016
"124",37.264511,-88.560259,159.38517362424
"125",37.267795,-88.904147,119.5980022056
"126",37.268036,-89.30831,128.2747655988
"127",37.268159,-88.52537,120.3208696956
"128",37.268184,-88.557919,155.71196527344
"129",37.26819,-88.560229,157.36445977896
"130",37.268801,-88.957955,107.08964010528
"131",37.269484,-88.737159,114.91212078744
"132",37.269602,-88.901936,104.54065150248
"133",37.27016,-88.655548,133.40729883384
"134",37.271167,-89.162792,76.42073070408
"135",37.271337,-89.121819,82.66070331936
"136",37.273138,-89.028932,83.26048997856
"137",37.274694,-88.714277,134.48725150248
"138",37.275755,-88.587609,169.7799623952
"139",37.276984,-88.88601,82.80608048352
"140",37.277182,-88.856482,-84.65402350848
"141",37.277342,-89.234031,98.43760077744
"142",37.277589,-88.853695,86.93261930688
"143",37.278636,-88.915626,93.88483682736
"144",37.278924,-88.878916,91.97794856088
"145",37.281196,-88.569281,173.0404331412
"146",37.282325,-88.932223,79.34618936928
"147",37.282377,-88.893177,89.29334962224
"148",37.282929,-88.546186,143.7391518912
"149",37.283083,-89.2537,106.65210403344
"150",37.2833,-88.687533,111.07534102896
"151",37.283919,-88.718817,131.58196837224
"152",37.284,-88.5532,176.88118477896
"153",37.284426,-89.324012,146.41991851848
"154",37.286475,-89.018962,78.45228113424
"155",37.286692,-89.025296,101.5386393912
"156",37.286817,-88.57379,166.2289791492
"157",37.28735,-89.072336,95.68440138672
"158",37.28744,-89.024058,81.37699563024
"159",37.287684,-89.032323,94.1847627096
"160",37.287834,-88.904677,77.05174336128
"161",37.288307,-88.871992,89.325180252
"162",37.288315,-88.801382,109.74744066216
"163",37.28853,-89.014119,100.9766643912
"164",37.288836,-89.358907,135.71981814072
"165",37.288966,-89.043518,80.03997025248
"166",37.288975,-89.004553,77.3646731088
"167",37.290312,-88.787716,161.19092388624
"168",37.290457,-89.256542,99.6915800424
"169",37.291539,-88.893287,101.01679219512
"170",37.291739,-88.865153,106.74127068264
"171",37.29221,-88.785393,152.81763031536
"172",37.292732,-88.666912,98.47970984232
"173",37.293873,-89.137722,71.8851657036
"174",37.293989,-89.32155,176.87059937976
"175",37.294048,-88.827978,69.30004906536
"176",37.294495,-88.664622,135.68405287824
"177",37.295645,-88.971734,81.72810907584
"178",37.295842,-89.264453,95.59068617664
"179",37.295938,-89.2565,99.28563274152
"180",37.296165,-89.21827,122.40639822456
"181",37.296728,-88.678229,109.199632248
"182",37.297039,-89.192409,123.23614292016
"183",37.297439,-89.12831,54.73829602992
"184",37.2979,-89.009243,60.52673341416
"185",37.29934,-88.803691,66.42615939024
"186",37.300252,-88.68216,123.76780348752
"187",37.300619,-89.211163,100.14168280488
"188",37.300837,-88.895798,92.40777349752
"189",37.301125,-88.776132,157.57590731136
"190",37.301387,-89.264387,92.09846212224
"191",37.301668,-88.659926,133.20067887624
"192",37.302281,-88.684988,133.41198690168
"193",37.302443,-89.208885,94.81651017864
"194",37.302969,-88.776137,152.93269307736
"195",37.303044,-88.862802,96.52877776248
"196",37.303228,-89.259057,122.60511167016
"197",37.303239,-89.267021,93.08315552496
"198",37.303545,-89.356667,195.39253856136
"199",37.304759,-88.773798,153.54123267816
"200",37.306918,-89.264335,109.25186161776
"201",37.30969,-88.69173,98.49394153344
"202",37.310313,-88.773801,148.36480443312
"203",37.310441,-88.783234,156.58380044112
"204",37.310456,-88.785539,160.74683936928
"205",37.310915,-88.582761,128.67503883432
"206",37.311158,-88.767918,145.6861865544
"207",37.312096,-88.769104,141.13941293016
"208",37.312243,-88.799033,163.74501913872
"209",37.312251,-89.246389,131.754832248
"210",37.31243,-88.52751,115.4707564596
"211",37.313333,-89.204167,100.11149861328
"212",37.313935,-88.810394,100.8750334032
"213",37.314135,-89.260109,138.83078174352
"214",37.314488,-89.379412,106.1990060928
"215",37.315083,-89.197731,123.65255470608
"216",37.316558,-89.137443,111.17945558832
"217",37.318133,-88.662417,110.61679225848
"218",37.31827,-88.666616,103.00767532536
"219",37.318458,-88.673491,101.09714076696
"220",37.318603,-89.171997,96.0821259456
"221",37.319568,-88.753365,133.70597826696
"222",37.321291,-88.799029,155.66173578792
"223",37.321478,-88.787739,157.65605127096
"224",37.321489,-89.264346,135.45484827696
"225",37.322873,-89.216439,80.05883423304
"226",37.322951,-89.301233,145.93046001048
"227",37.322954,-89.301236,145.01606001048
"228",37.323183,-88.75788,114.0314396532
"229",37.323242,-88.773886,126.59806793112
"230",37.323599,-89.15319,112.1870591916
"231",37.323765,-88.82105,105.19179315168
"232",37.32406,-89.167393,101.33416815168
"233",37.324092,-89.001774,60.06204551448
"234",37.324985,-88.741806,84.13656671256
"235",37.325009,-88.794496,155.67059105088
"236",37.325015,-88.769257,115.5768987924
"237",37.325119,-89.253896,108.69819308832
"238",37.325876,-89.165114,90.1779375
"239",37.3267,-89.031815,95.6169915444
"240",37.326876,-89.235098,105.224247006
"241",37.327861,-89.178961,132.00783075648
"242",37.328034,-89.195676,104.15022882384
"243",37.328567,-88.528317,126.69925247856
"244",37.329673,-89.176548,122.61112061928
"245",37.329933,-88.808583,150.10514473704
"246",37.330281,-88.805711,150.84176023104
"247",37.330817,-88.8149,155.87005796208
"248",37.331389,-89.16289,83.94653180688
"249",37.332157,-88.801175,135.57710127096
"250",37.332453,-88.780801,122.62861720608
"251",37.333218,-89.160655,98.35241527344
"252",37.333416,-88.780795,115.50814950648
"253",37.33345,-88.783093,122.07533936928
"254",37.333874,-89.303291,132.94328993712
"255",37.333889,-89.278333,115.6422064596
"256",37.334298,-88.785363,119.73729601896
"257",37.334419,-89.278512,116.38144503192
"258",37.33469,-88.852703,130.53700890768
"259",37.33497,-89.084362,87.639525
"260",37.335047,-89.020417,119.07078787776
"261",37.335112,-89.018083,129.03483081984
"262",37.335219,-89.269747,119.96825867616
"263",37.335683,-89.281217,124.23126356136
"264",37.33623,-89.263697,122.15385548352
"265",37.33643,-88.809731,139.01677039872
"266",37.336515,-89.031618,99.7426188024
"267",37.336637,-88.922741,105.74453152296
"268",37.33676,-89.150632,108.0931323528
"269",37.336931,-89.018068,123.23149203792
"270",37.3371,-88.705567,126.88758516768
"271",37.337474,-88.502988,154.93705443312
"272",37.33794,-89.218022,132.30407313072
"273",37.338134,-89.252805,106.43942864472
"274",37.338175,-89.366756,172.4556874476
"275",37.339088,-89.195537,115.04191749
"276",37.339138,-88.957703,114.766725
"277",37.341123,-88.953021,113.3072977944
"278",37.341226,-89.204468,117.1411195908
"279",37.341589,-89.322025,205.06441332984
"280",37.341598,-88.786971,123.92201732184
"281",37.34167,-89.282994,119.68794088272
"282",37.341914,-88.798308,119.00326641768
"283",37.341991,-89.26093,144.35582123952
"284",37.34275,-89.006331,119.4019583508
"285",37.343313,-88.793821,122.81096886576
"286",37.343567,-88.743531,149.07267750048
"287",37.343887,-89.258224,130.62899398152
"288",37.344189,-88.90407,99.96235421256
"289",37.344261,-88.555614,185.86753856136
"290",37.345401,-88.983134,128.4885293064
"291",37.345523,-89.107113,94.7996647056
"292",37.34566,-88.878265,113.09082727992
"293",37.345917,-88.855365,129.77713900248
"294",37.346436,-89.197511,107.8097728992
"295",37.347427,-89.11854,115.69006399152
"296",37.34753,-88.882966,121.85477606136
"297",37.347976,-89.16524,103.44501605088
"298",37.348041,-88.908592,99.9812832984
"299",37.349159,-89.125543,107.68850587224
"300",37.349245,-89.113956,128.26076647008
"301",37.349271,-88.87828,126.88135298304
"302",37.349531,-89.025778,98.89547051448
"303",37.349733,-89.215617,131.32229120808
"304",37.349947,-89.086579,117.67485447456
"305",37.34999,-89.195111,115.39028694312
"306",37.350892,-89.140011,103.1549314596
"307",37.351035,-89.120883,126.91943439024
"308",37.351092,-89.236168,131.4883926996
"309",37.351132,-89.045621,98.06586532584
"310",37.351738,-89.18128,107.03021117664
"311",37.352657,-89.280538,141.29027814024
"312",37.352765,-88.74782,134.49951122904
"313",37.352996,-89.040153,109.38522091416
"314",37.353298,-88.855452,125.3296616592
"315",37.353603,-88.908499,121.74751749
"316",37.354724,-89.233883,147.1644497904
"317",37.355383,-89.338567,112.08960469512
"318",37.355828,-88.819272,125.55720126
"319",37.356519,-89.231591,151.3681002096
"320",37.356878,-88.862291,139.67944622856
"321",37.357002,-88.501489,95.99377786728
"322",37.357134,-89.015596,102.69686637624
"323",37.357827,-88.807321,162.32705918064
"324",37.35792,-88.734419,108.83350575648
"325",37.357937,-88.763593,153.25676631288
"326",37.358226,-89.287212,115.38737549352
"327",37.358339,-89.1186,123.83468313024
"328",37.358433,-89.340283,102.84694093512
"329",37.358882,-89.303559,141.02075968512
"330",37.359917,-89.184317,134.05372449552
"331",37.359957,-89.275744,113.58142991568
"332",37.360167,-89.179917,118.41999037824
"333",37.360193,-88.488571,133.06965431736
"334",37.360277,-88.830284,131.69058501048
"335",37.360667,-88.594,110.39322450648
"336",37.36266,-89.015542,94.69652681688
"337",37.363622,-89.275653,119.83982001
"338",37.364152,-88.866851,126.2586375
"339",37.365144,-89.208804,135.97639783584
"340",37.366088,-88.844088,122.83060487424
"341",37.366426,-89.013186,120.52330386528
"342",37.366933,-89.133486,133.48455923304
"343",37.366939,-89.200168,146.74707992664
"344",37.367212,-89.215688,141.64558667016
"345",37.367494,-88.82108,169.357960242
"346",37.368005,-88.857836,112.90949883384
"347",37.368337,-89.010867,106.95428092464
"348",37.368383,-89.176783,136.92706537824
"349",37.36985,-89.157383,109.7136939072
"350",37.371229,-89.152949,94.68249976848
"351",37.37156,-89.250167,131.75424623952
"352",37.37159,-88.894556,96.40427372904
"353",37.372298,-89.35195,91.71735050448
"354",37.37258,-89.208892,139.28684691216
"355",37.372619,-88.992414,116.55325780488
"356",37.372787,-88.987783,103.8513540444
"357",37.372905,-89.10959,111.18737139672
"358",37.37304,-89.145238,113.96944342464
"359",37.373365,-88.839499,166.11931143864
"360",37.374181,-89.352032,101.61776946408
"361",37.374917,-89.145242,127.01574478944
"362",37.375269,-88.588987,108.83920774152
"363",37.37527,-88.588985,108.83920774152
"364",37.375583,-89.13385,112.2396885504
"365",37.375872,-89.190499,122.44392151248
"366",37.376631,-88.983182,113.35464375
"367",37.376984,-89.082268,107.70755587224
"368",37.377018,-88.892248,106.9268779416
"369",37.377233,-88.906321,137.96110459032
"370",37.37725,-89.08675,116.8262272056
"371",37.377861,-89.197464,123.89571195408
"372",37.37792,-89.199763,139.93783043112
"373",37.377993,-89.083404,108.86619214272
"374",37.378114,-89.333686,117.50363700648
"375",37.378121,-88.992399,113.00298148152
"376",37.378304,-89.118731,122.58528031536
"377",37.378505,-89.222624,162.22033080888
"378",37.378538,-89.13517,120.93483223704
"379",37.378768,-89.287294,153.148251996
"380",37.378869,-88.894606,110.02099607136
"381",37.37979,-88.996995,122.0072877096
"382",37.379839,-89.349873,119.16269854992
"383",37.38051,-89.040037,127.89440741616
"384",37.380686,-88.848723,115.29341842464
"385",37.380965,-88.91104,125.14560775248
"386",37.381505,-89.164833,120.64400347656
"387",37.381717,-89.095083,117.29358472656
"388",37.381725,-89.349824,97.97342445408
"389",37.382382,-89.155389,135.55167025248
"390",37.383051,-88.678297,124.86548533584
"391",37.383334,-89.150039,127.6998146532
"392",37.38336,-89.164825,127.67181636528
"393",37.383499,-89.200033,136.02475767816
"394",37.38355,-88.994655,114.66101981136
"395",37.383574,-89.166739,133.77768551496
"396",37.383648,-89.20662,141.03596807736
"397",37.383923,-89.218076,170.47192017816
"398",37.384011,-89.135153,110.25964197456
"399",37.384112,-89.145211,134.86329368664
"400",37.384501,-89.084549,154.5452643912
"401",37.385519,-89.347412,136.34381725848
"402",37.385933,-89.1614,126.99794120808
"403",37.38602,-89.155351,134.17114988424
"404",37.386144,-89.236304,162.0742002096
"405",37.386152,-88.864561,159.96939844512
"406",37.386382,-88.920109,129.60472162824
"407",37.386917,-89.174117,116.6473915968
"408",37.386956,-89.064094,108.88904656488
"409",37.387222,-89.008889,109.37695165968
"410",37.387562,-89.130454,133.66107869712
"411",37.387736,-89.142654,118.39212230088
"412",37.3883,-89.2279,149.7464875524
"413",37.388485,-88.669075,162.19510443312
"414",37.38883,-88.939191,171.46039937976
"415",37.38885,-89.190406,153.0254502096
"416",37.389482,-89.340516,100.46074241568
"417",37.390865,-89.19963,166.62644325648
"418",37.390917,-89.11643,129.99423274152
"419",37.390919,-89.116429,125.90798914872
"420",37.390976,-89.204235,146.8543477944
"421",37.390988,-89.095772,125.92529041968
"422",37.391035,-89.206535,169.17346919112
"423",37.39109,-89.208839,186.89045287824
"424",37.391105,-89.098145,115.50432649152
"425",37.3912,-89.13045,122.88054601896
"426",37.391283,-88.585267,110.24514053544
"427",37.391683,-88.665617,160.8275227944
"428",37.391684,-89.034089,111.33839473704
"429",37.391857,-88.586693,117.1133166492
"430",37.391944,-88.663056,155.89104271056
"431",37.391968,-88.90857,111.58741206984
"432",37.393634,-88.892068,106.36756326648
"433",37.393643,-89.084566,139.12151747904
"434",37.393895,-89.29218,118.02333551496
"435",37.394333,-89.298781,149.23732793064
"436",37.394387,-89.093623,144.59805762576
"437",37.394433,-89.194983,141.44295718464
"438",37.395019,-89.22034,171.71846732184
"439",37.395844,-88.790992,115.1847553044
"440",37.396201,-89.190323,126.49973905488
"441",37.396316,-89.197269,146.71560277344
"442",37.396772,-88.887778,132.42356353944
"443",37.397271,-88.875794,109.97233856136
"444",37.397846,-89.091368,146.9294966916
"445",37.397948,-89.308478,176.74653252096
"446",37.397957,-89.178621,143.90708584032
"447",37.397969,-89.180956,140.66985088224
"448",37.398264,-88.987657,97.13000618664
"449",37.398513,-89.128119,135.96225916968
"450",37.398622,-89.13282,125.40527562024
"451",37.398734,-89.140113,157.69232814024
"452",37.399481,-89.08911,130.26911829792
"453",37.399725,-89.301512,151.90746261576
"454",37.399933,-89.298983,124.0017426996
"455",37.400081,-89.116869,159.10078169112
"456",37.400469,-89.132831,145.77980873952
"457",37.400562,-89.220281,170.54255770008
"458",37.401011,-89.238551,157.37593812024
"459",37.401157,-88.646162,182.92877842416
"460",37.401266,-88.816398,140.74539976848
"461",37.401593,-89.301517,143.19395728944
"462",37.401638,-89.183206,111.86910652296
"463",37.401717,-89.194915,128.52810828744
"464",37.402352,-88.934516,141.62080679592
"465",37.402735,-89.084594,124.90542708984
"466",37.402836,-88.574911,189.92669546208
"467",37.402847,-88.878084,115.68334811976
"468",37.402885,-89.027993,153.92039092416
"469",37.403475,-89.185513,117.90743561976
"470",37.403484,-89.187866,88.1430105564
"471",37.403938,-89.123409,159.77620093464
"472",37.404064,-89.211022,156.04398223704
"473",37.404157,-89.132847,137.90312672304
"474",37.404302,-89.222547,192.57912891768
"475",37.40583,-89.208704,150.2581958508
"476",37.405895,-89.12813,166.80014429592
"477",37.406389,-88.723333,104.88652808784
"478",37.406682,-88.929935,135.82611863424
"479",37.407126,-89.185439,123.06606957984
"480",37.40727,-89.093665,121.25664513672
"481",37.407591,-89.206385,147.1239313548
"482",37.408233,-89.2305,178.30463275248
"483",37.408397,-89.238504,162.34426742664
"484",37.409041,-88.793434,122.41011891816
"485",37.409279,-89.157438,117.81016714272
"486",37.409583,-89.190017,125.2053436452
"487",37.409738,-89.121113,150.27867831936
"488",37.409784,-89.22018,157.58677178544
"489",37.410179,-88.591065,197.2828603992
"490",37.410186,-88.827806,135.28706316168
"491",37.410893,-89.190118,123.55662567264
"492",37.410894,-89.192482,124.95341483232
"493",37.411378,-89.276077,153.09000438072
"494",37.411901,-89.068692,149.56316851848
"495",37.412015,-89.070982,147.43876793112
"496",37.4123,-89.046933,166.9859561976
"497",37.412352,-89.077846,143.4856696956
"498",37.412907,-89.164353,113.51077374
"499",37.413103,-89.206332,145.35116514672
"500",37.414566,-89.271423,105.06210806688
"501",37.414673,-89.173553,138.22445596608
"502",37.415226,-89.144436,150.6180064596
"503",37.415367,-89.178533,132.8978229516
"504",37.4156,-89.199383,139.70417959032
"505",37.416826,-89.050266,127.11924542064
"506",37.416856,-89.024916,135.69250818264
"507",37.416864,-88.95014,128.21669473704
"508",37.416961,-88.959738,143.46420126
"509",37.41769,-88.446801,107.90964586176
"510",37.418,-89.175802,117.84613704792
"511",37.418016,-89.189438,150.95322318312
"512",37.418189,-89.140221,164.64838726848
"513",37.418199,-89.145166,157.48205259432
"514",37.418499,-89.19472,148.91768231136
"515",37.418524,-89.197029,139.2499375524
"516",37.418756,-88.807377,126.8161011552
"517",37.41877,-88.809664,132.90016698552
"518",37.418804,-89.217764,145.58207196456
"519",37.419166,-89.280576,119.04826830888
"520",37.419461,-88.921999,104.08950696408
"521",37.41995,-89.061733,120.22368494712
"522",37.420223,-89.150119,156.5396728992
"523",37.421374,-89.13037,152.36504398152
"524",37.421396,-88.451458,150.13157101896
"525",37.421461,-88.935499,110.25538175448
"526",37.421592,-89.064118,121.85790145008
"527",37.421612,-89.25537,156.11601504192
"528",37.422072,-89.070891,129.38433507384
"529",37.422075,-89.231398,170.41748628144
"530",37.422116,-89.226833,155.84808721608
"531",37.422242,-89.147655,167.84329922256
"532",37.422287,-89.1993,158.57753921208
"533",37.42229,-89.21087,151.17425155488
"534",37.422291,-89.208553,158.85534551448
"535",37.422318,-88.370598,85.51171068312
"536",37.4225,-88.600556,170.504104254
"537",37.422704,-89.052559,111.5131561452
"538",37.422835,-88.74393,133.85208097704
"539",37.422917,-89.100233,179.42675962176
"540",37.422927,-88.929922,101.02736829792
"541",37.423433,-89.272917,143.19358522008
"542",37.42355,-89.06646,122.50492244712
"543",37.423667,-88.359783,139.93134712176
"544",37.423885,-89.229934,174.64286558784
"545",37.424127,-89.201833,150.26314437024
"546",37.424149,-89.162169,130.67340059832
"547",37.4245,-88.393769,100.49754945408
"548",37.425031,-89.086989,151.85006146056
"549",37.425113,-89.287401,116.44941299352
"550",37.425411,-88.640824,157.60059419112
"551",37.425762,-89.229924,187.87582528392
"552",37.425987,-89.201818,136.37476421208
"553",37.42625,-89.209972,148.41990806688
"554",37.426923,-89.005446,114.38884109232
"555",37.427281,-89.066372,126.545959506
"556",37.427484,-89.268887,135.7492488972
"557",37.427611,-89.234593,178.05986631288
"558",37.427635,-89.116689,143.84530355088
"559",37.427826,-89.147646,167.32174966368
"560",37.428028,-88.384442,113.56193341416
"561",37.428926,-89.000836,122.24891946408
"562",37.42942,-89.248622,150.25261477992
"563",37.429535,-89.22758,163.57827582984
"564",37.429656,-89.147637,167.62379634432
"565",37.429693,-89.208899,131.76658036776
"566",37.42973,-89.19234,149.12914849752
"567",37.431017,-89.235967,194.54847847656
"568",37.431388,-89.229897,160.79425972656
"569",37.431478,-89.073155,124.3827612924
"570",37.431499,-89.15011,166.71521924352
"571",37.431525,-89.155066,155.90480933784
"572",37.431563,-89.162148,147.57749435928
"573",37.431628,-88.386692,89.20528058832
"574",37.431686,-89.049197,134.8332582984
"575",37.431859,-88.534268,221.57685658632
"576",37.432233,-88.360983,144.17894832936
"577",37.432622,-89.064062,142.68489066216
"578",37.432778,-89.271314,130.720830252
"579",37.432894,-88.359771,142.32263372856
"580",37.432968,-89.068595,143.34590149152
"581",37.433133,-89.118896,163.41651825648
"582",37.433359,-88.977945,107.19816371856
"583",37.433382,-89.157477,152.63271138624
"584",37.433427,-88.384348,139.00012953792
"585",37.433692,-89.052515,119.36078877096
"586",37.433722,-89.147464,164.78281626048
"587",37.433842,-89.054827,128.85299076696
"588",37.435158,-89.227545,162.61984131288
"589",37.435267,-89.131733,148.85136078792
"590",37.435288,-89.21118,149.02857787824
"591",37.43529,-89.206464,144.9207356088
"592",37.435298,-89.19467,127.417227258
"593",37.43535,-89.171456,154.35489463224
"594",37.435373,-89.173786,143.00900111376
"595",37.435833,-89.061667,137.69378136576
"596",37.435878,-88.561341,166.4231998428
"597",37.435931,-88.878278,119.22773643864
"598",37.436085,-89.228708,173.2232498952
"599",37.436533,-89.217267,167.07716924352
"600",37.436783,-89.209183,158.04895752096
"601",37.43685,-89.132897,146.66898236376
"602",37.436973,-89.147608,147.16269176496
"603",37.436987,-89.239173,174.16427152344
"604",37.438137,-88.633659,137.734690494
"605",37.438167,-88.493383,127.63113976896
"606",37.438317,-89.2057,145.82742444312
"607",37.438736,-89.140126,138.74576366616
"608",37.439018,-89.201706,155.06625586128
"609",37.439027,-89.192307,136.27042638672
"610",37.439055,-89.187668,145.20583446456
"611",37.439147,-88.964112,126.03774866568
"612",37.439545,-88.570548,138.22320951696
"613",37.439751,-89.148817,137.05651421256
"614",37.439788,-88.848708,143.74644447504
"615",37.440022,-89.280316,142.65708772056
"616",37.440535,-89.132847,131.55044473704
"617",37.440655,-88.381942,133.85486221608
"618",37.440878,-89.208743,146.2904938548
"619",37.442693,-89.225162,157.32779224752
"620",37.442717,-89.218121,161.45609839272
"621",37.442741,-89.208718,144.38742860328
"622",37.442775,-89.192229,150.02554027344
"623",37.442826,-88.366425,103.58479358184
"624",37.442873,-89.173724,180.98350181688
"625",37.443216,-89.012259,103.58902588224
"626",37.44329,-88.617755,147.8943959556
"627",37.443447,-89.148754,154.72048162776
"628",37.443623,-89.091225,151.64211138624
"629",37.44368,-89.277979,137.24946431688
"630",37.444114,-89.125156,168.86355321456
"631",37.444244,-89.135148,137.78587808784
"632",37.444357,-89.1475,161.9114938548
"633",37.444429,-89.208123,144.31773983232
"634",37.444432,-89.154946,151.93604691216
"635",37.445367,-89.239475,189.7840251048
"636",37.445901,-88.665267,145.16186505288
"637",37.446088,-89.13277,164.77632362424
"638",37.446455,-89.218086,170.93127816216
"639",37.446523,-89.192147,165.39877865568
"640",37.447923,-89.123323,155.59999071456
"641",37.448052,-89.196676,163.24216610328
"642",37.448324,-89.218072,158.81207372904
"643",37.449173,-89.284682,155.66225669112
"644",37.449773,-89.120935,147.29473021056
"645",37.449856,-89.142449,147.26659241568
"646",37.449902,-89.147407,142.06000789872
"647",37.449951,-89.152365,145.71840784632
"648",37.450015,-88.933597,108.99997002096
"649",37.450139,-89.28335,153.78056688072
"650",37.450254,-88.98359,109.97199441168
"651",37.450264,-89.151681,153.37504745808
"652",37.450269,-89.16194,143.63576287776
"653",37.45029,-89.164287,149.35090238472
"654",37.450778,-88.883186,112.19663070408
"655",37.450957,-89.27556,139.76194351848
"656",37.451167,-89.08435,134.8911989496
"657",37.451491,-89.295228,146.30816719512
"658",37.451619,-89.342943,95.11423153392
"659",37.451638,-89.127975,138.80936908632
"660",37.452038,-89.213317,164.18700145008
"661",37.452107,-89.157216,155.48364434832
"662",37.452167,-89.171,166.19553003144
"663",37.45217,-89.164261,153.63261312024
"664",37.452339,-89.229747,158.07710464272
"665",37.452839,-88.275943,89.60466085128
"666",37.452953,-89.29163,169.70491581936
